contractor_id,contractor_type,license_number,business_name,status_bucket
11032,Commercial,,,LE
11033,Commercial,,,LE
22475,Commercial,,,LE
11035,Commercial,,,LE
11034,Commercial,,,LE
11036,Commercial,,,LE
33940,Residential,,,LE
26654,Commercial,,,LE
31520,Commercial,,,LE
42074,Residential,,,LE
11038,Commercial,,,LE
42792,Residential,,,LE
13382,Commercial,,,LE
33956,Residential,,,LE
33941,Residential,,,LE
11039,Commercial,,,LE
33942,Residential,,,LE
33943,Residential,,,LE
11040,Commercial,,,LE
33944,Residential,,,LE
33945,Residential,,,LE
33946,Residential,,,LE
33947,Residential,,,LE
33949,Residential,,,LE
33950,Residential,,,LE
33951,Residential,,,LE
33953,Residential,,,LE
11041,Commercial,,,LE
33955,Residential,,,LE
41947,Residential,,,LE
41949,Residential,,,LE
11042,Commercial,,,LE
33957,Residential,,,LE
33959,Residential,,,LE
33960,Residential,,,LE
42855,Residential,,,LE
33961,Residential,,,LE
41676,Residential,,,LE
33963,Residential,,,LE
33964,Residential,,,LE
11044,Commercial,,,LE
11045,Commercial,,,LE
11046,Commercial,,,LE
11047,Commercial,,,LE
33965,Residential,,,LE
33966,Residential,,,LE
21152,Commercial,,,LE
33967,Residential,,,LE
33968,Residential,,,LE
11048,Commercial,,,LE
11049,Commercial,,,LE
19894,Commercial,,,LE
33970,Residential,,,LE
33971,Residential,,,LE
33972,Residential,,,LE
33975,Residential,,,LE
33976,Residential,,,LE
51231,Residential,,,LE
33977,Residential,,,LE
33978,Residential,,,LE
33979,Residential,,,LE
44673,Residential,,,LE
33980,Residential,,,LE
33982,Residential,,,LE
30044,Commercial,,,LE
50362,Residential,,,LE
20664,Commercial,,,LE
11054,Commercial,,,LE
22550,Commercial,,,LE
18054,Commercial,,,LE
18757,Commercial,,,LE
11055,Commercial,,,LE
28313,Commercial,,,LE
48331,Residential,,,LE
11056,Commercial,,,LE
19784,Commercial,,,LE
11057,Commercial,,,LE
23218,Commercial,,,LE
19687,Commercial,,,LE
33984,Residential,,,LE
33985,Residential,,,LE
41796,Residential,,,LE
42825,Residential,,,LE
41678,Residential,,,LE
41915,Residential,,,LE
28360,Commercial,,,LE
42024,Residential,,,LE
33986,Residential,,,LE
20612,Commercial,,,LE
33987,Residential,,,LE
33988,Residential,,,LE
11059,Commercial,,,LE
11060,Commercial,,,LE
11061,Commercial,,,LE
11062,Commercial,,,LE
11063,Commercial,,,LE
19487,Commercial,,,LE
33989,Residential,,,LE
33990,Residential,,,LE
33991,Residential,,,LE
11064,Commercial,,,LE
32616,Commercial,,,LE
53431,Residential,,,LE
11066,Commercial,,,LE
31856,Commercial,,,LE
25130,Commercial,,,LE
11068,Commercial,,,LE
11069,Commercial,,,LE
11070,Commercial,,,LE
33993,Residential,,,LE
11071,Commercial,,,LE
33994,Residential,,,LE
33995,Residential,,,LE
33996,Residential,,,LE
33997,Residential,,,LE
19485,Commercial,,,LE
33998,Residential,,,LE
15898,Commercial,,,LE
33999,Residential,,,LE
41599,Residential,,,LE
42181,Residential,,,LE
11072,Commercial,,,LE
29027,Commercial,,,LE
48806,Residential,,,LE
34000,Residential,,,LE
49016,Residential,,,LE
34685,Commercial,,,LE
11073,Commercial,,,LE
22284,Commercial,,,LE
19876,Commercial,,,LE
11074,Commercial,,,LE
24180,Commercial,,,LE
23162,Commercial,,,LE
21534,Commercial,,,LE
26593,Commercial,,,LE
34001,Residential,,,LE
24845,Commercial,,,LE
11076,Commercial,,,LE
22017,Commercial,,,LE
42736,Residential,,,LE
11078,Commercial,,,LE
11079,Commercial,,,LE
35240,Commercial,,,LE
19825,Commercial,,,LE
49901,Residential,,,LE
34002,Residential,,,LE
41116,Residential,,,LE
34003,Residential,,,LE
47120,Residential,,,LE
11080,Commercial,,,LE
11081,Commercial,,,LE
11083,Commercial,,,LE
11085,Commercial,,,LE
26779,Commercial,,,LE
11086,Commercial,,,LE
31716,Commercial,,,LE
11088,Commercial,,,LE
41308,Residential,,,LE
18933,Commercial,,,LE
11089,Commercial,,,LE
41307,Residential,,,LE
34004,Residential,,,LE
22023,Commercial,,,LE
11090,Commercial,,,LE
30628,Commercial,,,LE
11091,Commercial,,,LE
11092,Commercial,,,LE
41895,Residential,,,LE
34005,Residential,,,LE
33797,Commercial,,,LE
34006,Residential,,,LE
19449,Commercial,,,LE
11093,Commercial,,,LE
30194,Commercial,,,LE
11094,Commercial,,,LE
28825,Commercial,,,LE
11095,Commercial,,,LE
34007,Residential,,,LE
41926,Residential,,,LE
19815,Commercial,,,LE
42260,Residential,,,LE
11097,Commercial,,,LE
24343,Commercial,,,LE
47535,Residential,,,LE
11098,Commercial,,,LE
24011,Commercial,,,LE
11099,Commercial,,,LE
11100,Commercial,,,LE
48669,Residential,,,LE
11101,Commercial,,,LE
35607,Residential,,,LE
24473,Commercial,,,LE
11104,Commercial,,,LE
11105,Commercial,,,LE
11106,Commercial,,,LE
50676,Residential,,,LE
11107,Commercial,,,LE
18593,Commercial,,,LE
11108,Commercial,,,LE
24588,Commercial,,,LE
25422,Commercial,,,LE
11110,Commercial,,,LE
34009,Residential,,,LE
20268,Commercial,,,LE
11111,Commercial,,,LE
34010,Residential,,,LE
11112,Commercial,,,LE
29087,Commercial,,,LE
11113,Commercial,,,LE
11116,Commercial,,,LE
34014,Residential,,,LE
34011,Residential,,,LE
34012,Residential,,,LE
34013,Residential,,,LE
11117,Commercial,,,LE
34015,Residential,,,LE
28885,Commercial,,,LE
34023,Residential,,,LE
11119,Commercial,,,LE
34016,Residential,,,LE
34019,Residential,,,LE
34020,Residential,,,LE
34021,Residential,,,LE
11120,Commercial,,,LE
34022,Residential,,,LE
34024,Residential,,,LE
34025,Residential,,,LE
34028,Residential,,,LE
34030,Residential,,,LE
42501,Residential,,,LE
34031,Residential,,,LE
42588,Residential,,,LE
34032,Residential,,,LE
34034,Residential,,,LE
34035,Residential,,,LE
43004,Residential,,,LE
34036,Residential,,,LE
34037,Residential,,,LE
23079,Commercial,,,LE
18705,Commercial,,,LE
34038,Residential,,,LE
30662,Commercial,,,LE
42108,Residential,,,LE
34039,Residential,,,LE
34040,Residential,,,LE
24297,Commercial,,,LE
23909,Commercial,,,LE
28552,Commercial,,,LE
34041,Residential,,,LE
34042,Residential,,,LE
34043,Residential,,,LE
11122,Commercial,,,LE
31680,Commercial,,,LE
11123,Commercial,,,LE
34044,Residential,,,LE
11124,Commercial,,,LE
34047,Residential,,,LE
41448,Residential,,,LE
42071,Residential,,,LE
11125,Commercial,,,LE
22968,Commercial,,,LE
34048,Residential,,,LE
34049,Residential,,,LE
11126,Commercial,,,LE
11127,Commercial,,,LE
25307,Commercial,,,LE
34050,Residential,,,LE
34051,Residential,,,LE
11129,Commercial,,,LE
34052,Residential,,,LE
34057,Residential,,,LE
11130,Commercial,,,LE
34053,Residential,,,LE
34054,Residential,,,LE
34055,Residential,,,LE
34056,Residential,,,LE
34058,Residential,,,LE
34060,Residential,,,LE
34061,Residential,,,LE
34062,Residential,,,LE
11132,Commercial,,,LE
21849,Commercial,,,LE
34063,Residential,,,LE
18934,Commercial,,,LE
34064,Residential,,,LE
11133,Commercial,,,LE
34065,Residential,,,LE
30608,Commercial,,,LE
11134,Commercial,,,LE
22536,Commercial,,,LE
34066,Residential,,,LE
11135,Commercial,,,LE
11136,Commercial,,,LE
34070,Residential,,,LE
34071,Residential,,,LE
41172,Residential,,,LE
43049,Residential,,,LE
34072,Residential,,,LE
50961,Residential,,,LE
42677,Residential,,,LE
20563,Commercial,,,LE
11137,Commercial,,,LE
11138,Commercial,,,LE
26492,Commercial,,,LE
23019,Commercial,,,LE
43056,Residential,,,LE
11139,Commercial,,,LE
11140,Commercial,,,LE
34073,Residential,,,LE
34075,Residential,,,LE
34076,Residential,,,LE
11141,Commercial,,,LE
34077,Residential,,,LE
34078,Residential,,,LE
33588,Commercial,,,LE
50726,Residential,,,LE
11143,Commercial,,,LE
24709,Commercial,,,LE
18706,Commercial,,,LE
18707,Commercial,,,LE
11145,Commercial,,,LE
34080,Residential,,,LE
34081,Residential,,,LE
34082,Residential,,,LE
34084,Residential,,,LE
11146,Commercial,,,LE
34085,Residential,,,LE
34086,Residential,,,LE
11147,Commercial,,,LE
34087,Residential,,,LE
34088,Residential,,,LE
41334,Residential,,,LE
34089,Residential,,,LE
34090,Residential,,,LE
34091,Residential,,,LE
11150,Commercial,,,LE
34092,Residential,,,LE
20613,Commercial,,,LE
54248,Residential,,,LE
34093,Residential,,,LE
18692,Commercial,,,LE
41173,Residential,,,LE
34094,Residential,,,LE
24072,Commercial,,,LE
20795,Commercial,,,LE
11151,Commercial,,,LE
34096,Residential,,,LE
41118,Residential,,,LE
32802,Commercial,,,LE
11152,Commercial,,,LE
20499,Commercial,,,LE
50003,Residential,,,LE
20228,Commercial,,,LE
11154,Commercial,,,LE
34097,Residential,,,LE
11155,Commercial,,,LE
34098,Residential,,,LE
11156,Commercial,,,LE
11157,Commercial,,,LE
24345,Commercial,,,LE
20051,Commercial,,,LE
11158,Commercial,,,LE
11160,Commercial,,,LE
34099,Residential,,,LE
11161,Commercial,,,LE
34100,Residential,,,LE
52193,Residential,,,LE
11164,Commercial,,,LE
53811,Residential,,,LE
30384,Commercial,,,LE
12944,Commercial,,,LE
19132,Commercial,,,LE
34101,Residential,,,LE
11166,Commercial,,,LE
28521,Commercial,,,LE
21329,Commercial,,,LE
11167,Commercial,,,LE
11169,Commercial,,,LE
11170,Commercial,,,LE
11171,Commercial,,,LE
24412,Commercial,,,LE
23261,Commercial,,,LE
11173,Commercial,,,LE
11176,Commercial,,,LE
11177,Commercial,,,LE
20576,Commercial,,,LE
11178,Commercial,,,LE
11179,Commercial,,,LE
11180,Commercial,,,LE
11181,Commercial,,,LE
11182,Commercial,,,LE
11183,Commercial,,,LE
11184,Commercial,,,LE
26210,Commercial,,,LE
11185,Commercial,,,LE
34848,Commercial,,,LE
11191,Commercial,,,LE
23920,Commercial,,,LE
53233,Residential,,,LE
11188,Commercial,,,LE
24613,Commercial,,,LE
11189,Commercial,,,LE
28927,Commercial,,,LE
19670,Commercial,,,LE
21084,Commercial,,,LE
11190,Commercial,,,LE
43670,Residential,,,LE
11192,Commercial,,,LE
25898,Commercial,,,LE
19688,Commercial,,,LE
11193,Commercial,,,LE
21841,Commercial,,,LE
34102,Residential,,,LE
11194,Commercial,,,LE
18599,Commercial,,,LE
11195,Commercial,,,LE
11196,Commercial,,,LE
20067,Commercial,,,LE
11197,Commercial,,,LE
25838,Commercial,,,LE
28969,Commercial,,,LE
11198,Commercial,,,LE
34442,Commercial,,,LE
34103,Residential,,,LE
25791,Commercial,,,LE
11199,Commercial,,,LE
20269,Commercial,,,LE
20270,Commercial,,,LE
34104,Residential,,,LE
28564,Commercial,,,LE
18758,Commercial,,,LE
24994,Commercial,,,LE
11201,Commercial,,,LE
34105,Residential,,,LE
49227,Residential,,,LE
48670,Residential,,,LE
49580,Residential,,,LE
23369,Commercial,,,LE
31464,Commercial,,,LE
19488,Commercial,,,LE
11203,Commercial,,,LE
19302,Commercial,,,LE
34106,Residential,,,LE
23987,Commercial,,,LE
34107,Residential,,,LE
31747,Commercial,,,LE
31098,Commercial,,,LE
42735,Residential,,,LE
19159,Commercial,,,LE
11205,Commercial,,,LE
21313,Commercial,,,LE
28923,Commercial,,,LE
19381,Commercial,,,LE
23163,Commercial,,,LE
20443,Commercial,,,LE
19303,Commercial,,,LE
42013,Residential,,,LE
25030,Commercial,,,LE
11209,Commercial,,,LE
34108,Residential,,,LE
22757,Commercial,,,LE
11210,Commercial,,,LE
34109,Residential,,,LE
24077,Commercial,,,LE
11211,Commercial,,,LE
11213,Commercial,,,LE
11214,Commercial,,,LE
11215,Commercial,,,LE
11217,Commercial,,,LE
11218,Commercial,,,LE
21473,Commercial,,,LE
34110,Residential,,,LE
22699,Commercial,,,LE
41914,Residential,,,LE
11219,Commercial,,,LE
34111,Residential,,,LE
23087,Commercial,,,LE
11220,Commercial,,,LE
22403,Commercial,,,LE
11221,Commercial,,,LE
11222,Commercial,,,LE
23609,Commercial,,,LE
20444,Commercial,,,LE
18759,Commercial,,,LE
11223,Commercial,,,LE
11224,Commercial,,,LE
24050,Commercial,,,LE
25444,Commercial,,,LE
11226,Commercial,,,LE
34112,Residential,,,LE
34113,Residential,,,LE
41483,Residential,,,LE
11230,Commercial,,,LE
11231,Commercial,,,LE
11232,Commercial,,,LE
34115,Residential,,,LE
34116,Residential,,,LE
11233,Commercial,,,LE
34117,Residential,,,LE
34118,Residential,,,LE
34119,Residential,,,LE
42182,Residential,,,LE
11236,Commercial,,,LE
11237,Commercial,,,LE
11238,Commercial,,,LE
26734,Commercial,,,LE
11239,Commercial,,,LE
34121,Residential,,,LE
34120,Residential,,,LE
41386,Residential,,,LE
42425,Residential,,,LE
34122,Residential,,,LE
11240,Commercial,,,LE
11241,Commercial,,,LE
41679,Residential,,,LE
34123,Residential,,,LE
34124,Residential,,,LE
34125,Residential,,,LE
11242,Commercial,,,LE
21450,Commercial,,,LE
34126,Residential,,,LE
24712,Commercial,,,LE
11244,Commercial,,,LE
11245,Commercial,,,LE
11246,Commercial,,,LE
34127,Residential,,,LE
11247,Commercial,,,LE
11248,Commercial,,,LE
11249,Commercial,,,LE
11250,Commercial,,,LE
11251,Commercial,,,LE
11252,Commercial,,,LE
11253,Commercial,,,LE
11254,Commercial,,,LE
11255,Commercial,,,LE
11256,Commercial,,,LE
11257,Commercial,,,LE
11258,Commercial,,,LE
34128,Residential,,,LE
24958,Commercial,,,LE
11259,Commercial,,,LE
42589,Residential,,,LE
24546,Commercial,,,LE
34129,Residential,,,LE
11260,Commercial,,,LE
11261,Commercial,,,LE
11262,Commercial,,,LE
34130,Residential,,,LE
11265,Commercial,,,LE
11266,Commercial,,,LE
34131,Residential,,,LE
41797,Residential,,,LE
11267,Commercial,,,LE
11268,Commercial,,,LE
34132,Residential,,,LE
11269,Commercial,,,LE
11270,Commercial,,,LE
11271,Commercial,,,LE
11272,Commercial,,,LE
11273,Commercial,,,LE
11274,Commercial,,,LE
11275,Commercial,,,LE
11276,Commercial,,,LE
20505,Commercial,,,LE
28372,Commercial,,,LE
11278,Commercial,,,LE
43552,Residential,,,LE
19985,Commercial,,,LE
34133,Residential,,,LE
11282,Commercial,,,LE
33195,Commercial,,,LE
42678,Residential,,,LE
11283,Commercial,,,LE
11286,Commercial,,,LE
11287,Commercial,,,LE
28910,Commercial,,,LE
41617,Residential,,,LE
41772,Residential,,,LE
24657,Commercial,,,LE
34134,Residential,,,LE
20710,Commercial,,,LE
34135,Residential,,,LE
11291,Commercial,,,LE
34136,Residential,,,LE
11292,Commercial,,,LE
11293,Commercial,,,LE
26247,Commercial,,,LE
11294,Commercial,,,LE
19639,Commercial,,,LE
34137,Residential,,,LE
34138,Residential,,,LE
11296,Commercial,,,LE
11297,Commercial,,,LE
11298,Commercial,,,LE
18988,Commercial,,,LE
11299,Commercial,,,LE
11300,Commercial,,,LE
30999,Commercial,,,LE
11301,Commercial,,,LE
11302,Commercial,,,LE
11303,Commercial,,,LE
20940,Commercial,,,LE
24591,Commercial,,,LE
34139,Residential,,,LE
11304,Commercial,,,LE
11305,Commercial,,,LE
22000,Commercial,,,LE
11306,Commercial,,,LE
11307,Commercial,,,LE
11308,Commercial,,,LE
11309,Commercial,,,LE
34135,Commercial,,,LE
19489,Commercial,,,LE
21787,Commercial,,,LE
11311,Commercial,,,LE
23198,Commercial,,,LE
11314,Commercial,,,LE
11315,Commercial,,,LE
19304,Commercial,,,LE
11317,Commercial,,,LE
24935,Commercial,,,LE
41716,Residential,,,LE
11319,Commercial,,,LE
34140,Residential,,,LE
43623,Residential,,,LE
11320,Commercial,,,LE
11321,Commercial,,,LE
11322,Commercial,,,LE
11323,Commercial,,,LE
11324,Commercial,,,LE
11325,Commercial,,,LE
21832,Commercial,,,LE
20186,Commercial,,,LE
11326,Commercial,,,LE
20580,Commercial,,,LE
11327,Commercial,,,LE
11328,Commercial,,,LE
11329,Commercial,,,LE
11330,Commercial,,,LE
11331,Commercial,,,LE
11332,Commercial,,,LE
11334,Commercial,,,LE
11335,Commercial,,,LE
11337,Commercial,,,LE
11338,Commercial,,,LE
11339,Commercial,,,LE
11340,Commercial,,,LE
11342,Commercial,,,LE
34141,Residential,,,LE
11343,Commercial,,,LE
11344,Commercial,,,LE
11345,Commercial,,,LE
34142,Residential,,,LE
11346,Commercial,,,LE
11347,Commercial,,,LE
23706,Commercial,,,LE
20332,Commercial,,,LE
34143,Residential,,,LE
34144,Residential,,,LE
11348,Commercial,,,LE
34145,Residential,,,LE
11350,Commercial,,,LE
34155,Residential,,,LE
52724,Residential,,,LE
34146,Residential,,,LE
34147,Residential,,,LE
34149,Residential,,,LE
42184,Residential,,,LE
42473,Residential,,,LE
34151,Residential,,,LE
11351,Commercial,,,LE
34152,Residential,,,LE
41680,Residential,,,LE
34153,Residential,,,LE
34154,Residential,,,LE
16132,Commercial,,,LE
34156,Residential,,,LE
34157,Residential,,,LE
34158,Residential,,,LE
11352,Commercial,,,LE
34159,Residential,,,LE
34160,Residential,,,LE
34161,Residential,,,LE
19306,Commercial,,,LE
41601,Residential,,,LE
11354,Commercial,,,LE
34164,Residential,,,LE
34165,Residential,,,LE
34166,Residential,,,LE
18691,Commercial,,,LE
21528,Commercial,,,LE
11356,Commercial,,,LE
11357,Commercial,,,LE
53372,Residential,,,LE
23249,Commercial,,,LE
34167,Residential,,,LE
11358,Commercial,,,LE
48230,Residential,,,LE
34168,Residential,,,LE
11359,Commercial,,,LE
11360,Commercial,,,LE
48345,Residential,,,LE
19133,Commercial,,,LE
11362,Commercial,,,LE
34170,Residential,,,LE
34171,Residential,,,LE
11364,Commercial,,,LE
11365,Commercial,,,LE
34173,Residential,,,LE
11366,Commercial,,,LE
11367,Commercial,,,LE
34174,Residential,,,LE
11369,Commercial,,,LE
11370,Commercial,,,LE
49921,Residential,,,LE
34175,Residential,,,LE
11371,Commercial,,,LE
20384,Commercial,,,LE
11373,Commercial,,,LE
34176,Residential,,,LE
11374,Commercial,,,LE
11375,Commercial,,,LE
11376,Commercial,,,LE
34179,Residential,,,LE
11378,Commercial,,,LE
26455,Commercial,,,LE
34180,Residential,,,LE
25517,Commercial,,,LE
18114,Commercial,,,LE
11380,Commercial,,,LE
20822,Commercial,,,LE
26406,Commercial,,,LE
28698,Commercial,,,LE
41270,Residential,,,LE
11381,Commercial,,,LE
34181,Residential,,,LE
31767,Commercial,,,LE
11382,Commercial,,,LE
11383,Commercial,,,LE
34182,Residential,,,LE
21284,Commercial,,,LE
34183,Residential,,,LE
18710,Commercial,,,LE
34184,Residential,,,LE
11384,Commercial,,,LE
11385,Commercial,,,LE
11386,Commercial,,,LE
34185,Residential,,,LE
47587,Residential,,,LE
16393,Commercial,,,LE
33977,Commercial,,,LE
52081,Residential,,,LE
34186,Residential,,,LE
19690,Commercial,,,LE
11387,Commercial,,,LE
20971,Commercial,,,LE
42815,Residential,,,LE
21566,Commercial,,,LE
43978,Residential,,,LE
34187,Residential,,,LE
34189,Residential,,,LE
43765,Residential,,,LE
21752,Commercial,,,LE
34190,Residential,,,LE
11390,Commercial,,,LE
11391,Commercial,,,LE
11392,Commercial,,,LE
20912,Commercial,,,LE
21980,Commercial,,,LE
11393,Commercial,,,LE
11394,Commercial,,,LE
26227,Commercial,,,LE
44832,Residential,,,LE
34191,Residential,,,LE
34192,Residential,,,LE
34193,Residential,,,LE
21935,Commercial,,,LE
19134,Commercial,,,LE
11397,Commercial,,,LE
32914,Commercial,,,LE
11398,Commercial,,,LE
13202,Commercial,,,LE
19990,Commercial,,,LE
34194,Residential,,,LE
11402,Commercial,,,LE
34195,Residential,,,LE
18937,Commercial,,,LE
11403,Commercial,,,LE
21973,Commercial,,,LE
23806,Commercial,,,LE
52278,Residential,,,LE
34197,Residential,,,LE
34198,Residential,,,LE
34199,Residential,,,LE
34200,Residential,,,LE
11404,Commercial,,,LE
34266,Commercial,,,LE
34201,Residential,,,LE
34202,Residential,,,LE
34203,Residential,,,LE
14144,Commercial,,,LE
11405,Commercial,,,LE
34204,Residential,,,LE
11406,Commercial,,,LE
11407,Commercial,,,LE
24182,Commercial,,,LE
11408,Commercial,,,LE
34205,Residential,,,LE
26707,Commercial,,,LE
34207,Residential,,,LE
19692,Commercial,,,LE
34208,Residential,,,LE
11409,Commercial,,,LE
42428,Residential,,,LE
11410,Commercial,,,LE
34209,Residential,,,LE
20823,Commercial,,,LE
34210,Residential,,,LE
34211,Residential,,,LE
34212,Residential,,,LE
42439,Residential,,,LE
34213,Residential,,,LE
43235,Residential,,,LE
41681,Residential,,,LE
34214,Residential,,,LE
34215,Residential,,,LE
11412,Commercial,,,LE
21244,Commercial,,,LE
51150,Residential,,,LE
34217,Residential,,,LE
34218,Residential,,,LE
34219,Residential,,,LE
34221,Residential,,,LE
11415,Commercial,,,LE
25265,Commercial,,,LE
34223,Residential,,,LE
20534,Commercial,,,LE
42017,Residential,,,LE
11416,Commercial,,,LE
34224,Residential,,,LE
11418,Commercial,,,LE
34225,Residential,,,LE
21140,Commercial,,,LE
11419,Commercial,,,LE
11420,Commercial,,,LE
22090,Commercial,,,LE
20068,Commercial,,,LE
34226,Residential,,,LE
11421,Commercial,,,LE
11423,Commercial,,,LE
11424,Commercial,,,LE
42590,Residential,,,LE
34230,Residential,,,LE
36518,Residential,,,LE
51030,Residential,,,LE
11427,Commercial,,,LE
11428,Commercial,,,LE
21667,Commercial,,,LE
24401,Commercial,,,LE
11430,Commercial,,,LE
31380,Commercial,,,LE
24103,Commercial,,,LE
54319,Residential,,,LE
25403,Commercial,,,LE
11432,Commercial,,,LE
48168,Residential,,,LE
34232,Residential,,,LE
11433,Commercial,,,LE
28304,Commercial,,,LE
24681,Commercial,,,LE
34234,Residential,,,LE
34233,Residential,,,LE
11434,Commercial,,,LE
11435,Commercial,,,LE
41682,Residential,,,LE
42845,Residential,,,LE
11436,Commercial,,,LE
34237,Residential,,,LE
34238,Residential,,,LE
11438,Commercial,,,LE
25709,Commercial,,,LE
18874,Commercial,,,LE
51503,Residential,,,LE
11439,Commercial,,,LE
36288,Residential,,,LE
39279,Residential,,,LE
20523,Commercial,,,LE
24653,Commercial,,,LE
41697,Residential,,,LE
34239,Residential,,,LE
34240,Residential,,,LE
11442,Commercial,,,LE
11443,Commercial,,,LE
34242,Residential,,,LE
11445,Commercial,,,LE
20071,Commercial,,,LE
34245,Residential,,,LE
19691,Commercial,,,LE
23734,Commercial,,,LE
30426,Commercial,,,LE
21445,Commercial,,,LE
34243,Residential,,,LE
34244,Residential,,,LE
34246,Residential,,,LE
41174,Residential,,,LE
34247,Residential,,,LE
11447,Commercial,,,LE
11448,Commercial,,,LE
11449,Commercial,,,LE
11450,Commercial,,,LE
34249,Residential,,,LE
34250,Residential,,,LE
34251,Residential,,,LE
34252,Residential,,,LE
34253,Residential,,,LE
21619,Commercial,,,LE
34254,Residential,,,LE
11454,Commercial,,,LE
11455,Commercial,,,LE
47616,Residential,,,LE
11457,Commercial,,,LE
30220,Commercial,,,LE
23210,Commercial,,,LE
26275,Commercial,,,LE
24942,Commercial,,,LE
41175,Residential,,,LE
11458,Commercial,,,LE
34255,Residential,,,LE
11459,Commercial,,,LE
42090,Residential,,,LE
11460,Commercial,,,LE
34256,Residential,,,LE
42404,Residential,,,LE
49319,Residential,,,LE
53665,Residential,,,LE
41799,Residential,,,LE
34257,Residential,,,LE
22322,Commercial,,,LE
11464,Commercial,,,LE
48970,Residential,,,LE
19841,Commercial,,,LE
41481,Residential,,,LE
11465,Commercial,,,LE
34258,Residential,,,LE
34259,Residential,,,LE
11466,Commercial,,,LE
25077,Commercial,,,LE
47534,Residential,,,LE
11467,Commercial,,,LE
53783,Residential,,,LE
31552,Commercial,,,LE
20703,Commercial,,,LE
34260,Residential,,,LE
34261,Residential,,,LE
41950,Residential,,,LE
11468,Commercial,,,LE
34262,Residential,,,LE
34263,Residential,,,LE
21124,Commercial,,,LE
51856,Residential,,,LE
11470,Commercial,,,LE
51855,Residential,,,LE
34264,Residential,,,LE
11471,Commercial,,,LE
41176,Residential,,,LE
11472,Commercial,,,LE
11474,Commercial,,,LE
21583,Commercial,,,LE
11475,Commercial,,,LE
34266,Residential,,,LE
41683,Residential,,,LE
11476,Commercial,,,LE
34267,Residential,,,LE
11477,Commercial,,,LE
43607,Residential,,,LE
20666,Commercial,,,LE
34269,Residential,,,LE
34270,Residential,,,LE
34271,Residential,,,LE
42786,Residential,,,LE
34272,Residential,,,LE
11480,Commercial,,,LE
11481,Commercial,,,LE
34273,Residential,,,LE
41800,Residential,,,LE
34274,Residential,,,LE
34275,Residential,,,LE
34276,Residential,,,LE
34277,Residential,,,LE
21635,Commercial,,,LE
34278,Residential,,,LE
24076,Commercial,,,LE
34279,Residential,,,LE
34280,Residential,,,LE
33028,Commercial,,,LE
22772,Commercial,,,LE
11485,Commercial,,,LE
34281,Residential,,,LE
44782,Residential,,,LE
42591,Residential,,,LE
34283,Residential,,,LE
11487,Commercial,,,LE
11488,Commercial,,,LE
41439,Residential,,,LE
34284,Residential,,,LE
25367,Commercial,,,LE
11489,Commercial,,,LE
11490,Commercial,,,LE
34285,Residential,,,LE
11493,Commercial,,,LE
21652,Commercial,,,LE
11494,Commercial,,,LE
27968,Commercial,,,LE
11495,Commercial,,,LE
11497,Commercial,,,LE
11498,Commercial,,,LE
20072,Commercial,,,LE
11499,Commercial,,,LE
31760,Commercial,,,LE
34287,Residential,,,LE
11500,Commercial,,,LE
34289,Residential,,,LE
34291,Residential,,,LE
11501,Commercial,,,LE
34292,Residential,,,LE
23648,Commercial,,,LE
21452,Commercial,,,LE
11502,Commercial,,,LE
19490,Commercial,,,LE
34293,Residential,,,LE
34294,Residential,,,LE
11503,Commercial,,,LE
11506,Commercial,,,LE
19453,Commercial,,,LE
20511,Commercial,,,LE
11507,Commercial,,,LE
11508,Commercial,,,LE
26308,Commercial,,,LE
30306,Commercial,,,LE
23286,Commercial,,,LE
52990,Residential,,,LE
48277,Residential,,,LE
34295,Residential,,,LE
52161,Residential,,,LE
34296,Residential,,,LE
32635,Commercial,,,LE
34297,Residential,,,LE
11509,Commercial,,,LE
11510,Commercial,,,LE
43511,Residential,,,LE
34298,Residential,,,LE
48342,Residential,,,LE
49777,Residential,,,LE
34299,Residential,,,LE
34300,Residential,,,LE
34301,Residential,,,LE
34302,Residential,,,LE
11512,Commercial,,,LE
41179,Residential,,,LE
41602,Residential,,,LE
34303,Residential,,,LE
19312,Commercial,,,LE
11513,Commercial,,,LE
34304,Residential,,,LE
34305,Residential,,,LE
41443,Residential,,,LE
34306,Residential,,,LE
34307,Residential,,,LE
34308,Residential,,,LE
47134,Residential,,,LE
34309,Residential,,,LE
34310,Residential,,,LE
34311,Residential,,,LE
34312,Residential,,,LE
34313,Residential,,,LE
34314,Residential,,,LE
41390,Residential,,,LE
34315,Residential,,,LE
34316,Residential,,,LE
34317,Residential,,,LE
34318,Residential,,,LE
34319,Residential,,,LE
34320,Residential,,,LE
20073,Commercial,,,LE
18938,Commercial,,,LE
34102,Commercial,,,LE
23497,Commercial,,,LE
34321,Residential,,,LE
34322,Residential,,,LE
33926,Commercial,,,LE
11515,Commercial,,,LE
42898,Residential,,,LE
34323,Residential,,,LE
11516,Commercial,,,LE
11518,Commercial,,,LE
11517,Commercial,,,LE
11519,Commercial,,,LE
30475,Commercial,,,LE
32407,Commercial,,,LE
34324,Residential,,,LE
34325,Residential,,,LE
11520,Commercial,,,LE
41119,Residential,,,LE
50414,Residential,,,LE
14282,Commercial,,,LE
28657,Commercial,,,LE
34327,Residential,,,LE
11521,Commercial,,,LE
19055,Commercial,,,LE
11523,Commercial,,,LE
11524,Commercial,,,LE
